,maker,model,specific_model,year,mpg,type,transmission,warranty,engine,seats,cylinders,drivetype,fuel,displacement,power,torque,price,bluetooth,heatseat,navigation,label
913,Lincoln,MKT,2014 MKT Wagon,2014, 17/25 mpg,Wagon, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,7,V6, Front Wheel Drive, Regular unleaded, 3.7 L, 303 hp @ 6500 rpm, 278 ft-lbs. @ 4000 rpm,"$42,785 ",        Yes,        Yes,        Yes,35
914,Mazda,MX-5 Miata,2016 MX-5 Miata Convertible,2016, 27/34 mpg,Convertible, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,2,Inline 4, Rear Wheel Drive, Premium unleaded (recommended), 2.0 L, 155 hp @ 6000 rpm, 148 ft-lbs. @ 4600 rpm,"$24,915 ",        Yes,        No,        No,5
915,Mazda,MX-5 Miata,2015 MX-5 Miata Convertible,2015, 22/28 mpg,Convertible, 5-speed Manual, 3 Yr./ 36000 Mi., Gas,2,Inline 4, Rear Wheel Drive, Premium unleaded (recommended), 2.0 L, 167 hp @ 7000 rpm, 140 ft-lbs. @ 5000 rpm,"$23,970 ",        No,        No,        No,5
916,Mazda,MX-5 Miata,2014 MX-5 Miata Convertible,2014, 22/28 mpg,Convertible, 5-speed Manual, 3 Yr./ 36000 Mi., Gas,2,Inline 4, Rear Wheel Drive, Premium unleaded (recommended), 2.0 L, 167 hp @ 7000 rpm, 140 ft-lbs. @ 5000 rpm,"$23,720 ",        No,        No,        No,5
917,Mazda,6,2015 6 Sedan,2015, 25/37 mpg,Sedan, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.5 L, 184 hp @ 5700 rpm, 185 ft-lbs. @ 3250 rpm,"$21,190 ",        No,        No,        No,0
918,Mazda,CX-3,2016 CX-3 SUV,2016, 29/35 mpg,SUV, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 146 hp @ 6000 rpm, 146 ft-lbs. @ 2800 rpm,"$19,960 ",        Yes,        No,        No,0
919,Mazda,6,2014 6 Sedan,2014, 25/37 mpg,Sedan, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.5 L, 184 hp @ 5700 rpm, 185 ft-lbs. @ 3250 rpm,"$20,990 ",        No,        No,        No,0
920,Mazda,CX-5,2016 CX-5 SUV,2016, 26/35 mpg,SUV, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 155 hp @ 6000 rpm, 150 ft-lbs. @ 4000 rpm,"$21,795 ",        Yes,        No,        No,0
921,Mazda,6,2016 6 Sedan,2016, 25/37 mpg,Sedan, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.5 L, 184 hp @ 5700 rpm, 185 ft-lbs. @ 3250 rpm,"$21,495 ",        Yes,        No,        No,0
922,Mazda,CX-5,2015 CX-5 SUV,2015, 26/35 mpg,SUV, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 155 hp @ 6000 rpm, 150 ft-lbs. @ 4000 rpm,"$21,545 ",        No,        No,        No,0
923,Mazda,CX-5,2014 CX-5 SUV,2014, 26/35 mpg,SUV, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 155 hp @ 6000 rpm, 150 ft-lbs. @ 4000 rpm,"$21,395 ",        No,        No,        No,0
924,Mazda,CX-9,2017 CX-9 SUV,2017,Not Available,SUV,Not Available,Not Available, Gas,Not Available,Not Available,Not Available, Regular unleaded,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3
925,Mazda,CX-9,2014 CX-9 SUV,2014, 17/24 mpg,SUV, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,7,V6, Front Wheel Drive, Regular unleaded, 3.7 L, 273 hp @ 6250 rpm, 270 ft-lbs. @ 4250 rpm,"$29,985 ",        Yes,        Yes,        No,2
926,Mazda,CX-9,2015 CX-9 SUV,2015, 17/24 mpg,SUV, 6-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,7,V6, Front Wheel Drive, Regular unleaded, 3.7 L, 273 hp @ 6250 rpm, 270 ft-lbs. @ 4250 rpm,"$29,985 ",        Yes,        Yes,        No,2
927,Mazda,5,2015 5 Minivan,2015, 21/28 mpg,Minivan, 5-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,6,Inline 4, Front Wheel Drive, Regular unleaded, 2.5 L, 157 hp @ 6000 rpm, 163 ft-lbs. @ 4000 rpm,"$21,240 ",        No,        No,        No,26
928,Mazda,5,2014 5 Minivan,2014, 21/28 mpg,Minivan, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,6,Inline 4, Front Wheel Drive, Regular unleaded, 2.5 L, 157 hp @ 6000 rpm, 163 ft-lbs. @ 4000 rpm,"$20,140 ",        No,        No,        No,26
929,Mazda,3,2016 3 Hatchback,2016, 29/40 mpg,Hatchback, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 155 hp @ 6000 rpm, 150 ft-lbs. @ 4000 rpm,"$18,545 ",        Yes,        No,        No,4
930,Mazda,3,2015 3 Hatchback,2015, 29/40 mpg,Hatchback, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 155 hp @ 6000 rpm, 150 ft-lbs. @ 4000 rpm,"$18,945 ",        Yes,        No,        No,4
931,Mazda,3,2016 3 Sedan,2016, 29/41 mpg,Sedan, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 155 hp @ 6000 rpm, 150 ft-lbs. @ 4000 rpm,"$17,845 ",        Yes,        No,        No,0
932,Mazda,3,2014 3 Hatchback,2014, 29/40 mpg,Hatchback, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 155 hp @ 6000 rpm, 150 ft-lbs. @ 4000 rpm,"$18,945 ",        Yes,        No,        No,4
933,Mazda,3,2015 3 Sedan,2015, 29/41 mpg,Sedan, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 155 hp @ 6000 rpm, 150 ft-lbs. @ 4000 rpm,"$16,945 ",        No,        No,        No,0
934,Mazda,2,2014 2 Hatchback,2014, 29/35 mpg,Hatchback, 5-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 1.5 L, 100 hp @ 6000 rpm, 98 ft-lbs. @ 4000 rpm,"$14,720 ",        No,        No,        No,4
935,Mazda,3,2014 3 Sedan,2014, 29/41 mpg,Sedan, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 155 hp @ 6000 rpm, 150 ft-lbs. @ 4000 rpm,"$16,945 ",        No,        No,        No,0
936,Mercedes-Benz,SLS AMG GT Final Edition,2015 SLS AMG GT Final Edition Convertible,2015, 13/19 mpg,Convertible, 7-speed Automated Manual,Not Available, Gas,2,V8, Rear Wheel Drive, Premium unleaded (required), 6.2 L, 583 hp @ 6800 rpm, 479 ft-lbs. @ 4750 rpm,"$228,080 ",        Yes,        Yes,        Yes,37
937,Mercedes-Benz,SLS AMG GT Final Edition,2015 SLS AMG GT Final Edition Coupe,2015, 13/19 mpg,Coupe, 7-speed Automated Manual,Not Available, Gas,2,V8, Rear Wheel Drive, Premium unleaded (required), 6.2 L, 583 hp @ 6800 rpm, 479 ft-lbs. @ 4750 rpm,"$221,580 ",        Yes,        Yes,        Yes,-1
938,Mercedes-Benz,Sprinter,2016 Sprinter Van,2016,Not Available,Van, 7-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Diesel,2,Inline 4, Rear Wheel Drive, Diesel, 2.1 L, 161 hp @ 3800 rpm, 265 ft-lbs. @ 1400 rpm,"$36,495 ",        Yes,        Yes,        No,36
939,Mercedes-Benz,Sprinter,2015 Sprinter Van,2015,Not Available,Van, 7-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Diesel,2,Inline 4, Rear Wheel Drive, Diesel, 2.1 L, 161 hp @ 3800 rpm, 265 ft-lbs. @ 1400 rpm,"$35,995 ",        Yes,        Yes,        No,36
940,Mercedes-Benz,SLK-Class,2016 SLK-Class Convertible,2016, 25/32 mpg,Convertible, 9-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,2,Inline 4, Rear Wheel Drive, Premium unleaded (required), 2.0 L, 241 hp @ 5500 rpm, 273 ft-lbs. @ 1300 rpm,"$47,000 ",        Yes,        Yes,        No,5
941,Mercedes-Benz,SLS AMG GT,2014 SLS AMG GT Coupe,2014, 13/19 mpg,Coupe, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,2,V8, Rear Wheel Drive, Premium unleaded (required), 6.2 L, 583 hp @ 6800 rpm, 479 ft-lbs. @ 4750 rpm,"$201,500 ",        Yes,        Yes,        Yes,-1
942,Mercedes-Benz,SL-Class,2016 SL-Class SL65 AMG,2016, 14/21 mpg,Convertible, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,2,V12, Rear Wheel Drive, Premium unleaded (required), 6.0 L, 621 hp @ 4800 rpm, 738 ft-lbs. @ 2300 rpm,"$217,550 ",        Yes,        Yes,        Yes,37
943,Mercedes-Benz,Sprinter,2014 Sprinter Van,2014,Not Available,Van, 7-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Diesel,2,Inline 4, Rear Wheel Drive, Diesel, 2.1 L, 161 hp @ 3800 rpm, 265 ft-lbs. @ 1400 rpm,"$35,920 ",        Yes,        Yes,        No,36
944,Mercedes-Benz,SL-Class,2015 SL-Class SL65 AMG,2015, 14/21 mpg,Convertible, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,2,V12, Rear Wheel Drive, Premium unleaded (required), 6.0 L, 621 hp @ 4800 rpm, 738 ft-lbs. @ 2300 rpm,"$214,500 ",        Yes,        Yes,        Yes,37
945,Mercedes-Benz,SL-Class,2014 SL-Class SL65 AMG,2014, 14/21 mpg,Convertible, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,2,V12, Rear Wheel Drive, Premium unleaded (required), 6.0 L, 621 hp @ 4800 rpm, 738 ft-lbs. @ 2300 rpm,"$214,500 ",        Yes,        Yes,        Yes,37
946,Mercedes-Benz,SLK-Class,2016 SLK-Class AMG SLK55,2016, 19/28 mpg,Convertible, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,2,V8, Rear Wheel Drive, Premium unleaded (required), 5.5 L, 416 hp @ 6800 rpm, 398 ft-lbs. @ 4500 rpm,"$72,600 ",        Yes,        Yes,        No,22
947,Mercedes-Benz,SLC-Class,2016 SLC-Class Convertible,2016,Not Available,Convertible,Not Available,Not Available, Gas,Not Available,Not Available, Rear Wheel Drive, Regular unleaded,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13
948,Mercedes-Benz,SL-Class,2016 SL-Class Convertible,2016, 20/27 mpg,Convertible, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,2,V6, Rear Wheel Drive, Premium unleaded (required), 3.0 L, 329 hp @ 5250 rpm, 354 ft-lbs. @ 1600 rpm,"$85,050 ",        Yes,        Yes,        Yes,7
949,Mercedes-Benz,SL-Class,2015 SL-Class Convertible,2015, 20/27 mpg,Convertible, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,2,V6, Rear Wheel Drive, Premium unleaded (required), 3.0 L, 329 hp @ 5250 rpm, 354 ft-lbs. @ 1600 rpm,"$84,000 ",        Yes,        Yes,        Yes,7
950,Mercedes-Benz,S-Class,2016 S-Class Sedan,2016, 17/26 mpg,Sedan, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, Rear Wheel Drive, Premium unleaded (required), 4.7 L, 449 hp @ 5250 rpm, 516 ft-lbs. @ 1800 rpm,"$95,650 ",        Yes,        Yes,        Yes,6
951,Mercedes-Benz,SL-Class,2014 SL-Class Convertible,2014, 18/25 mpg,Convertible, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,2,V8, Rear Wheel Drive, Premium unleaded (required), 4.7 L, 429 hp @ 5250 rpm, 516 ft-lbs. @ 1800 rpm,"$106,700 ",        Yes,        Yes,        Yes,-1
952,Mercedes-Benz,SL-Class,2016 SL-Class SL63 AMG,2016, 16/25 mpg,Convertible, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,2,V8, Rear Wheel Drive, Premium unleaded (required), 5.5 L, 577 hp @ 5500 rpm, 664 ft-lbs. @ 2000 rpm,"$149,700 ",        Yes,        Yes,        Yes,38
953,Mercedes-Benz,S-Class,2015 S-Class Sedan,2015, 17/26 mpg,Sedan, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, Rear Wheel Drive, Premium unleaded (required), 4.7 L, 449 hp @ 5250 rpm, 516 ft-lbs. @ 1800 rpm,"$94,400 ",        Yes,        Yes,        Yes,6
954,Mercedes-Benz,S-Class,2014 S-Class Sedan,2014, 17/25 mpg,Sedan, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, Rear Wheel Drive, Premium unleaded (required), 4.7 L, 449 hp @ 5250 rpm, 516 ft-lbs. @ 1800 rpm,"$92,900 ",        Yes,        Yes,        Yes,6
955,Mercedes-Benz,SL-Class,2015 SL-Class SL63 AMG,2015, 16/25 mpg,Convertible, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,2,V8, Rear Wheel Drive, Premium unleaded (required), 5.5 L, 557 hp @ 5500 rpm, 664 ft-lbs. @ 2000 rpm,"$147,300 ",        Yes,        Yes,        Yes,38
956,Mercedes-Benz,SL-Class,2014 SL-Class SL63 AMG,2014, 16/25 mpg,Convertible, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,2,V8, Rear Wheel Drive, Premium unleaded (required), 5.5 L, 530 hp @ 5250 rpm, 590 ft-lbs. @ 2000 rpm,"$147,300 ",        Yes,        Yes,        Yes,38
957,Mercedes-Benz,SLS AMG GT,2014 SLS AMG GT Convertible,2014, 13/19 mpg,Convertible, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,2,V8, Rear Wheel Drive, Premium unleaded (required), 6.2 L, 583 hp @ 6800 rpm, 479 ft-lbs. @ 4750 rpm,"$208,000 ",        Yes,        Yes,        Yes,37
958,Mercedes-Benz,SLK-Class,2015 SLK-Class SLK55 AMG,2015, 19/28 mpg,Convertible, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,2,V8, Rear Wheel Drive, Premium unleaded (required), 5.5 L, 415 hp @ 6800 rpm, 398 ft-lbs. @ 4500 rpm,"$70,850 ",        Yes,        Yes,        No,22
959,Mercedes-Benz,SLK-Class,2014 SLK-Class SLK55 AMG,2014, 19/28 mpg,Convertible, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,2,V8, Rear Wheel Drive, Premium unleaded (required), 5.5 L, 415 hp @ 6800 rpm, 398 ft-lbs. @ 4500 rpm,"$68,925 ",        Yes,        Yes,        No,22
960,Mercedes-Benz,SLK-Class,2014 SLK-Class Convertible,2014, 22/32 mpg,Convertible, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,2,Inline 4, Rear Wheel Drive, Premium unleaded (required), 1.8 L, 201 hp @ 5500 rpm, 229 ft-lbs. @ 2000 rpm,"$43,525 ",        Yes,        Yes,        No,5
961,Mercedes-Benz,SLK-Class,2015 SLK-Class Convertible,2015, 22/32 mpg,Convertible, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,2,Inline 4, Rear Wheel Drive, Premium unleaded (required), 1.8 L, 201 hp @ 5500 rpm, 229 ft-lbs. @ 2000 rpm,"$43,950 ",        Yes,        Yes,        No,5
962,Mercedes-Benz,S-Class,2016 S-Class S63 AMG 4MATIC,2016, 15/23 mpg,Sedan, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, All Wheel Drive, Premium unleaded (required), 5.5 L, 577 hp @ 5500 rpm, 664 ft-lbs. @ 2250 rpm,"$143,250 ",        Yes,        Yes,        Yes,39
963,Mercedes-Benz,S-Class,2016 S-Class Hybrid,2016, 24/30 mpg,Sedan, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Hybrid,5,V6, Rear Wheel Drive, Premium unleaded (required), 3.0 L,Not Available,Not Available,"$95,650 ",        Yes,        Yes,        Yes,2
964,Mercedes-Benz,S-Class,2015 S-Class Hybrid,2015,Not Available,Sedan, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Hybrid,5,V6, Rear Wheel Drive, Premium unleaded (required), 3.0 L,Not Available,Not Available,"$94,400 ",        Yes,        Yes,        Yes,2
965,Mercedes-Benz,S-Class,2016 S-Class S65 AMG,2016, 13/20 mpg,Sedan, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V12, Rear Wheel Drive, Premium unleaded (required), 6.0 L, 621 hp @ 4800 rpm, 738 ft-lbs. @ 2300 rpm,"$224,650 ",        Yes,        Yes,        Yes,40
966,Mercedes-Benz,S-Class,2015 S-Class S63 AMG 4MATIC,2015, 15/23 mpg,Sedan, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, All Wheel Drive, Premium unleaded (required), 5.5 L, 577 hp @ 5500 rpm, 664 ft-lbs. @ 2250 rpm,"$141,450 ",        Yes,        Yes,        Yes,39
967,Mercedes-Benz,S-Class,2015 S-Class S65 AMG,2015, 13/20 mpg,Sedan, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V12, Rear Wheel Drive, Premium unleaded (required), 6.0 L, 621 hp @ 4800 rpm, 738 ft-lbs. @ 2300 rpm,"$222,000 ",        Yes,        Yes,        Yes,40
968,Mercedes-Benz,S-Class,2014 S-Class S63 AMG 4MATIC,2014, 15/23 mpg,Sedan, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, All Wheel Drive, Premium unleaded (required), 5.5 L, 577 hp @ 5500 rpm, 664 ft-lbs. @ 2250 rpm,"$139,500 ",        Yes,        Yes,        Yes,39
969,Mercedes-Benz,GLK-Class,2015 GLK-Class Diesel,2015, 24/33 mpg,SUV, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,Inline 4, All Wheel Drive, Diesel, 2.1 L, 200 hp @ 3800 rpm, 369 ft-lbs. @ 1600 rpm,"$39,400 ",        Yes,        Yes,        No,0
970,Mercedes-Benz,GLK-Class,2015 GLK-Class SUV,2015, 19/25 mpg,SUV, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Rear Wheel Drive, Premium unleaded (required), 3.5 L, 302 hp @ 6500 rpm, 273 ft-lbs. @ 3500 rpm,"$37,900 ",        Yes,        Yes,        No,2
971,Mercedes-Benz,M-Class,2014 M-Class SUV,2014, 18/24 mpg,SUV, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Rear Wheel Drive, Premium unleaded (required), 3.5 L, 302 hp @ 6500 rpm, 273 ft-lbs. @ 3500 rpm,"$47,790 ",        Yes,        Yes,        No,2
972,Mercedes-Benz,GLK-Class,2014 GLK-Class Diesel,2014, 24/33 mpg,SUV, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,Inline 4, All Wheel Drive, Diesel, 2.1 L, 200 hp @ 3800 rpm, 369 ft-lbs. @ 1600 rpm,"$38,980 ",        Yes,        Yes,        No,0
973,Mercedes-Benz,M-Class,2015 M-Class ML63 AMG,2015, 13/17 mpg,SUV, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, All Wheel Drive, Premium unleaded (required), 5.5 L, 518 hp @ 5250 rpm, 516 ft-lbs. @ 1750 rpm,"$98,400 ",        Yes,        Yes,        Yes,34
974,Mercedes-Benz,GLE-Class Coupe,2016 GLE-Class Coupe AMG GLE63 S 4MATIC,2016, 14/18 mpg,SUV, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, All Wheel Drive, Premium unleaded (required), 5.5 L, 577 hp @ 5250 rpm, 561 ft-lbs. @ 1750 rpm,"$109,300 ",        Yes,        Yes,        Yes,34
975,Mercedes-Benz,GLE-Class,2016 GLE-Class AMG GLEC63 S 4MATIC,2016, 13/17 mpg,SUV, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, All Wheel Drive, Premium unleaded (required), 5.5 L, 577 hp @ 5500 rpm, 561 ft-lbs. @ 1750 rpm,"$107,100 ",        Yes,        Yes,        Yes,34
976,Mercedes-Benz,GLE-Class,2016 GLE-Class Diesel,2016, 22/29 mpg,SUV, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,Inline 4, All Wheel Drive, Diesel, 2.1 L, 201 hp @ 3800 rpm, 369 ft-lbs. @ 1600 rpm,"$52,500 ",        Yes,        Yes,        No,0
977,Mercedes-Benz,GLE-Class,2016 GLE-Class AMG GLE63 4MATIC,2016, 13/17 mpg,SUV, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, All Wheel Drive, Premium unleaded (required), 5.5 L, 550 hp @ 5500 rpm, 516 ft-lbs. @ 1750 rpm,"$99,950 ",        Yes,        Yes,        Yes,34
978,Mercedes-Benz,GLE-Class,2016 GLE-Class SUV,2016, 18/24 mpg,SUV, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Rear Wheel Drive, Premium unleaded (required), 3.5 L, 302 hp @ 6500 rpm, 273 ft-lbs. @ 3500 rpm,"$51,100 ",        Yes,        Yes,        No,2
979,Mercedes-Benz,M-Class,2014 M-Class ML63 AMG,2014, 13/17 mpg,SUV, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, All Wheel Drive, Premium unleaded (required), 5.5 L, 518 hp @ 5250 rpm, 516 ft-lbs. @ 1750 rpm,"$97,250 ",        Yes,        Yes,        Yes,34
980,Mercedes-Benz,Maybach,2016 Maybach Sedan,2016, 13/20 mpg,Sedan, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V12, Rear Wheel Drive, Premium unleaded (required), 6.0 L, 523 hp @ 4900 rpm, 612 ft-lbs. @ 1900 rpm,"$189,350 ",        Yes,        Yes,        Yes,-1
981,Mercedes-Benz,GLK-Class,2014 GLK-Class SUV,2014, 19/25 mpg,SUV, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Rear Wheel Drive, Premium unleaded (required), 3.5 L, 302 hp @ 6500 rpm, 273 ft-lbs. @ 3500 rpm,"$37,480 ",        Yes,        Yes,        No,2
982,Mercedes-Benz,GLE-Class Coupe,2016 GLE-Class Coupe SUV,2016, 17/23 mpg,SUV, 9-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, All Wheel Drive, Premium unleaded (required), 3.0 L, 362 hp @ 5500 rpm, 384 ft-lbs. @ 1800 rpm,"$65,100 ",        Yes,        Yes,        Yes,2
983,Mercedes-Benz,GLA-Class,2016 GLA-Class SUV,2016, 25/35 mpg,SUV, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (required), 2.0 L, 208 hp @ 5500 rpm, 258 ft-lbs. @ 1250 rpm,"$32,500 ",        Yes,        Yes,        No,0
984,Mercedes-Benz,GLC-Class,2016 GLC-Class SUV,2016,Not Available,SUV, 9-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Rear Wheel Drive, Premium unleaded (required), 2.0 L, 241 hp @ 5500 rpm, 273 ft-lbs. @ 1300 rpm,"$38,950 ",        Yes,        Yes,        No,0
985,Mercedes-Benz,Metris,2016 Metris Minivan,2016,Not Available,Minivan, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,2,Inline 4, Rear Wheel Drive, Premium unleaded (recommended), 2.0 L,Not Available,Not Available,"$28,950 ",        Yes,        Yes,        No,23
986,Mercedes-Benz,S-Class,2017 S-Class Convertible,2017,Not Available,Convertible,Not Available,Not Available, Gas,Not Available,Not Available, Rear Wheel Drive, Premium unleaded (required),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13
987,Mercedes-Benz,GLA-Class,2015 GLA-Class SUV,2015, 25/35 mpg,SUV, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (required), 2.0 L, 208 hp @ 5500 rpm, 258 ft-lbs. @ 1250 rpm,"$31,300 ",        Yes,        Yes,        No,0
988,Mercedes-Benz,M-Class,2015 M-Class SUV,2015, 18/24 mpg,SUV, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, Rear Wheel Drive, Premium unleaded (required), 3.5 L, 302 hp @ 6500 rpm, 273 ft-lbs. @ 3500 rpm,"$48,300 ",        Yes,        Yes,        No,2
989,Mercedes-Benz,M-Class,2015 M-Class Diesel,2015, 22/29 mpg,SUV, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,Inline 4, All Wheel Drive, Diesel, 2.1 L,Not Available,Not Available,"$49,800 ",        Yes,        Yes,        No,0
990,Mercedes-Benz,M-Class,2014 M-Class Diesel,2014, 20/28 mpg,SUV, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,V6, All Wheel Drive, Diesel, 3.0 L, 240 hp @ 3600 rpm, 455 ft-lbs. @ 1600 rpm,"$51,790 ",        Yes,        Yes,        No,2
991,Mercedes-Benz,S-Class,2016 S-Class Coupe,2016, 16/24 mpg,Coupe, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,V8, All Wheel Drive, Premium unleaded (required), 4.7 L, 449 hp @ 5250 rpm, 516 ft-lbs. @ 1800 rpm,"$121,550 ",        Yes,        Yes,        Yes,10
992,Mercedes-Benz,S-Class,2015 S-Class Coupe,2015, 16/24 mpg,Coupe, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,V8, All Wheel Drive, Premium unleaded (required), 4.7 L, 449 hp @ 5250 rpm, 516 ft-lbs. @ 1800 rpm,"$119,900 ",        Yes,        Yes,        Yes,10
993,Mercedes-Benz,GLA-Class,2015 GLA-Class GLA45 AMG 4MATIC,2015, 23/29 mpg,SUV, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,5,Inline 4, All Wheel Drive, Premium unleaded (required), 2.0 L, 355 hp @ 6000 rpm, 332 ft-lbs. @ 2250 rpm,"$48,300 ",        Yes,        Yes,        No,0
994,Mercedes-Benz,GLA-Class,2016 GLA-Class AMG GLA45 4MATIC,2016, 22/29 mpg,SUV, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,5,Inline 4, All Wheel Drive, Premium unleaded (required), 2.0 L, 375 hp @ 6000 rpm, 350 ft-lbs. @ 2250 rpm,"$49,580 ",        Yes,        Yes,        No,0
